geolocation_city,geolocation_state,total_orders,avg_lat,avg_lng
tramandai,RS,25,-30.005360772726835,-50.14976807414613
caceres,MT,25,-16.06438232943728,-57.68804700926159
teófilo otoni,MG,25,-17.85441483001937,-41.508669774560204
barra do garças,MT,25,-15.878862656849224,-52.27357365971645
rio grande da serra,SP,25,-23.745624893916588,-46.39462033694684
campos do jordao,SP,25,-22.73671929055514,-45.58642608881505
mineiros,GO,25,-17.556907476801555,-52.549435494943275
cachoeira paulista,SP,25,-22.665773825235462,-45.00905168465506
arcos,MG,25,-20.288301513728257,-45.54130069344619
são josé do rio preto,SP,25,-20.81516750772952,-49.39261817304512
altamira,PA,25,-3.207870593427357,-52.2153433176396
coromandel,MG,25,-18.47627421500296,-47.19682128916466
aparecida,SP,25,-22.851231225609034,-45.24664690995327
camboriu,SC,25,-27.020399575162696,-48.655047218993886
nanuque,MG,25,-17.844081255954336,-40.34915577347187
frutal,MG,24,-20.02737817547669,-48.93350958851246
mairinque,SP,24,-23.536502958352987,-47.188890116053265
luziania,GO,24,-16.22669759123301,-47.94813508201609
cordeiro,RJ,24,-22.027256822202872,-42.36626102797319
mossoro,RN,24,-5.192829894771669,-37.34522061412893
cornelio procopio,PR,24,-23.181161077296654,-50.64960783251922
rolandia,PR,24,-23.31470644531119,-51.37380818801918
lencois paulista,SP,24,-22.5931345695183,-48.80574315101047
dias d'avila,BA,24,-12.613381623293343,-38.30107302440003
ilha solteira,SP,24,-20.42888720023577,-51.34047020675737
cravinhos,SP,24,-21.339319962321323,-47.737352556997614
trindade,GO,24,-16.65392165043968,-49.482402913828196
sao gabriel,RS,23,-30.336434008509347,-54.32365439442601
gurupi,TO,23,-11.728601188502896,-49.06976263483524
tangara da serra,MT,23,-14.615108078258483,-57.514783438197185
sapiranga,RS,23,-29.637678312313543,-51.00265732967852
sao fidelis,RJ,23,-21.646291351876275,-41.75133524307317
taboão da serra,SP,23,-23.63439776038976,-46.793682401135904
carazinho,RS,23,-28.291244645937894,-52.79025576343902
lucas do rio verde,MT,23,-13.066932709409707,-55.932542791808785
presidente epitacio,SP,23,-21.773562635668824,-52.115709937410585
jacobina,BA,23,-11.185948677999658,-40.50983477395643
monte carmelo,MG,23,-18.73255318535424,-47.49636761511996
holambra,SP,23,-22.633046009436132,-47.052603912237736
salinas,MG,22,-16.164330348585707,-42.293253501472705
para de minas,MG,22,-19.854817873076772,-44.61489562686807
cambui,MG,22,-22.61187390884463,-46.058156568941314
castro,PR,22,-24.797320095277428,-49.99644702317539
presidente venceslau,SP,22,-21.8742882795038,-51.84496960410872
pitangui,MG,22,-19.684235018418942,-44.89175789294177
marau,RS,22,-28.445913394643153,-52.20283767459886
jaú,SP,22,-22.28072313268324,-48.546021340079854
januaria,MG,22,-15.483420529424647,-44.379894155549685
biguacu,SC,22,-27.50526552939805,-48.64965311704129
garopaba,SC,22,-28.038737678812904,-48.631463327998624
aguas de lindoia,SP,22,-22.477153463969263,-46.61937324894832
oliveira,MG,22,-20.698563939792177,-44.82676038665832
irati,PR,22,-25.474093335032038,-50.65035940195514
ibitinga,SP,22,-21.75732063771276,-48.82974353343716
piedade,SP,22,-23.715944600804164,-47.4142318899136
santos dumont,MG,22,-21.459831186137794,-43.552261428745815
machado,MG,21,-21.680408948048516,-45.92052993201528
vacaria,RS,21,-28.505974693406692,-50.938241298827975
brumado,BA,21,-14.2054604644396,-41.671112056820846
taubaté,SP,21,-23.024223323206908,-45.558766477060644
cabo de santo agostinho,PE,21,-8.280529362341415,-35.017902096963304
viana,ES,21,-20.369163622613183,-40.448253212630206
taquara,RS,21,-29.651372211282105,-50.78123108697756
pederneiras,SP,21,-22.348013116995098,-48.78449569702055
içara,SC,21,-28.715980124328127,-49.299651376329926
aracati,CE,21,-4.566714237937559,-37.76420388407891
simões filho,BA,21,-12.792102385300257,-38.39277244867185
campo belo,MG,21,-20.893764714167883,-45.27561311477834
guapimirim,RJ,21,-22.547033269703277,-42.9835335034344
rancharia,SP,21,-22.229310649130582,-50.89468127107781
maceió,AL,21,-9.63429486169839,-35.75128700152191
juquitiba,SP,21,-23.9418730533523,-47.07320010425569
castanhal,PA,21,-1.294529027469935,-47.920823253736714
medianeira,PR,21,-25.29320167334103,-54.09513421896751
porto feliz,SP,21,-23.21199047441578,-47.52209837709137
piracaia,SP,21,-23.0558608520058,-46.359235959126025
ibirubá,RS,20,-28.629204719725088,-53.098996288532234
belém,PA,20,-1.417436886976533,-48.483492988698586
casimiro de abreu,RJ,20,-22.486125097013733,-42.19317094379996
santana do livramento,RS,20,-30.890481926224275,-55.5287602025547
timbo,SC,20,-26.827603296905572,-49.27037623408747
monte siao,MG,20,-22.430217898121075,-46.57340512991158
maricá,RJ,20,-22.929022473072713,-42.87688777870877
bom jesus do itabapoana,RJ,20,-21.134261478552066,-41.67656312342376
magé,RJ,20,-22.632988294191343,-43.155066179998315
sorriso,MT,20,-12.572133957590658,-55.714515687547895
curitibanos,SC,20,-27.290948728745207,-50.577361136441255
paraguacu paulista,SP,20,-22.42125482604227,-50.580730780337454
claudio,MG,20,-20.437204870235007,-44.76203405975947
santo antonio de posse,SP,20,-22.60561843199777,-46.920447238133505
sao gotardo,MG,20,-19.317869160982113,-46.05225400628061
sao manuel,SP,20,-22.74026492614537,-48.571813208388996
braco do norte,SC,20,-28.274304945434466,-49.165211726860235
nova venecia,ES,19,-18.70658082589379,-40.406383792282284
tambau,SP,19,-21.703495030535553,-47.276353860301036
ilhéus,BA,19,-14.811508779570323,-39.0341525989631
iguaba grande,RJ,19,-22.839226507396567,-42.22206859801616
palmas,PR,19,-26.485010427834762,-51.99006235031654
espera feliz,MG,19,-20.64823472332548,-41.90925009163093
nova granada,SP,19,-20.536387134122258,-49.32085573063807
lençóis paulista,SP,19,-22.604226441858707,-48.791643765277335
capelinha,MG,19,-17.696081081658534,-42.51645734650035
laranjeiras do sul,PR,19,-25.404263073808597,-52.41127956311821
carlos barbosa,RS,19,-29.298071742278168,-51.50260091138184
cachoeiras de macacu,RJ,19,-22.470849051492323,-42.657121037845286
almirante tamandare,PR,19,-25.346032460529198,-49.29545385722681
tatuí,SP,19,-23.355544457087145,-47.86109990811757
tres pontas,MG,19,-21.3705596396296,-45.51293043502694
aguas lindas de goias,GO,19,-15.703522511945598,-48.26221612391747
socorro,SP,19,-22.596373040143575,-46.50720671996104
monte azul paulista,SP,19,-20.90649544090401,-48.64248793800183
conchal,SP,19,-22.338398569332117,-47.1683209783616
foz do iguaçu,PR,19,-25.519043731250353,-54.55749394455076
castelo,ES,18,-20.6053563781088,-41.20519636049413
quatro barras,PR,18,-25.37140360277309,-49.07690711776502
barrinha,SP,18,-21.190885638654144,-48.15620878829506
cerqueira cesar,SP,18,-23.034100418770535,-49.16234455805434
bambui,MG,18,-20.01516131652096,-45.97684756408032
santa rita do passa quatro,SP,18,-21.703553428587647,-47.48280676309556
barao de cocais,MG,18,-19.934737596235344,-43.48055574244055
jarinu,SP,18,-23.096492254601632,-46.71792466026417
jacutinga,MG,18,-22.288146664323694,-46.61190091318773
ponta pora,MS,18,-22.528590845851323,-55.72210748201485
maraba,PA,18,-5.361587915362264,-49.1146541144384
mandaguari,PR,18,-23.522116589381856,-51.6776633579356
iracemápolis,SP,18,-22.586590147687158,-47.514344852283166
guapore,RS,18,-28.847955903125882,-51.8917464129751
iperó,SP,18,-23.36601727317898,-47.67562806835082
sao borja,RS,18,-28.654368454743135,-56.005437023988705
bonfim paulista,SP,18,-21.254547608936228,-47.8152907655656
itatiaia,RJ,18,-22.47929703113676,-44.55714132223876
pereira barreto,SP,18,-20.642057869063198,-51.1070106789236
itapetinga,BA,18,-15.25087590485796,-40.24424010376959
parnaiba,PI,18,-2.9122715254158362,-41.76570231037911
senhor do bonfim,BA,18,-10.462341603580397,-40.183766986895854
sarzedo,MG,18,-20.038320832591328,-44.13891959658021
corumba,MS,18,-19.008812191505445,-57.65001715565519
guanhaes,MG,18,-18.775765183946625,-42.93166199720478
floriano,PI,18,-6.773115399737481,-43.018739955783516
crato,CE,18,-7.236095962036809,-39.41075862519993
bragança paulista,SP,18,-22.943693545410028,-46.54176992833178
guararapes,SP,18,-21.250586660628578,-50.6464450392542
paragominas,PA,18,-2.996109569071986,-47.3599088717185
palmital,SP,18,-22.786532737910925,-50.21831951855033
paraiba do sul,RJ,18,-22.16428987434635,-43.29222008230457
cruz das almas,BA,18,-12.670246382541524,-39.10327746739888
veranópolis,RS,18,-28.93670791328281,-51.54955095023769
água boa,MT,18,-14.062202729797056,-52.20445915381337
visconde do rio branco,MG,18,-21.010359270172877,-42.838483757125445
espirito santo do pinhal,SP,18,-22.193296313700355,-46.75319181794205
embu,SP,18,-23.642558134999103,-46.83840613609824
viradouro,SP,18,-20.86821386988414,-48.29333486279983
dois irmaos,RS,17,-29.587186092324195,-51.091214293917815
salgueiro,PE,17,-8.070960881795754,-39.123477300472686
santo antonio da patrulha,RS,17,-29.833102764742073,-50.52008406269422
santo anastacio,SP,17,-21.97692007478666,-51.65254186168632
juina,MT,17,-11.422656268105673,-58.779227239204424
charqueadas,RS,17,-29.96270532877309,-51.618642688658596
bastos,SP,17,-21.921257645470455,-50.73237742419828
laranjal paulista,SP,17,-23.04955173261455,-47.83762131131264
leopoldina,MG,17,-21.530164261618392,-42.640898618181694
são josé,SC,17,-27.60219170481988,-48.64242703793293
santa vitoria,MG,17,-18.8516272227244,-50.14079055085752
panambi,RS,17,-28.293540609837006,-53.5022378421305
americo brasiliense,SP,17,-21.733215089379517,-48.1099398816381
jaguariaíva,PR,17,-24.257703279680833,-49.7164234007889
sarandi,PR,17,-23.443843728478814,-51.87140766725071
cantagalo,RJ,17,-21.974364253989346,-42.354217759630906
canela,RS,17,-29.36052251726866,-50.81028933199042
piraju,SP,17,-23.19820343035484,-49.38278049595409
miracema,RJ,17,-21.41145054043178,-42.19638618566784
piuma,ES,17,-20.839948654995545,-40.73441103540229
pompeia,SP,17,-22.10367343012363,-50.17893613850754
torres,RS,17,-29.34114246818455,-49.74491959115231
bom jesus dos perdoes,SP,17,-23.138276989175566,-46.468612532513475
igrejinha,RS,17,-29.571977530057968,-50.79472976396335
uruacu,GO,17,-14.518474806651268,-49.14209708875239
alegre,ES,17,-20.760206303395872,-41.53516276114848
balsas,MA,17,-7.5314749353251536,-46.04310515312331
estância velha,RS,17,-29.65823334652876,-51.17448953373968
jacarezinho,PR,16,-23.15836742843691,-49.976621305259265
itaocara,RJ,16,-21.678811801831813,-42.08575070529736
sao francisco do sul,SC,16,-26.24556370537883,-48.60788895849941
vilhena,RO,16,-12.733810081200726,-60.142107501113536
palmeira das missoes,RS,16,-27.89852791719222,-53.31111050685997
guacui,ES,16,-20.772595022149183,-41.67503440435154
santana do paraiso,MG,16,-17.930857586277867,-44.95659384210104
joao pinheiro,MG,16,-17.732005370360085,-46.16588731423498
ji-parana,RO,16,-10.879272600795655,-61.94906240695527
tucurui,PA,16,-3.7927254633549867,-49.674408764382406
paranavaí,PR,16,-23.07971896423279,-52.45268817361969
nova prata,RS,16,-28.78225459518229,-51.60921296756925
novo horizonte,SP,16,-21.4696009553403,-49.222216847438304
osvaldo cruz,SP,16,-21.795711019289442,-50.879277765103
cândido mota,SP,16,-22.751128893730357,-50.38672852848477
cajati,SP,16,-24.72819885032075,-48.1128044045457
patos,PB,16,-7.029855897975116,-37.28237482692951
guaratinguetá,SP,16,-22.803260743080404,-45.196253341170426
inhumas,GO,16,-16.361253921121996,-49.497142785853114
são vicente,SP,16,-23.96327259484045,-46.43219384822522
manhumirim,MG,16,-20.35584130637538,-41.956169737677804
anápolis,GO,16,-16.34370355471757,-48.954437472373016
carmo do paranaiba,MG,16,-18.99834541822861,-46.30935828069332
ouro fino,MG,16,-22.278485305030316,-46.37130155156736
ararangua,SC,16,-28.94136354608761,-49.48571799900449
marialva,PR,16,-23.48392434035238,-51.79990910433005
marataizes,ES,16,-21.0323181161207,-40.82269689695655
caxambu,MG,16,-21.98080481713224,-44.93169566840273
janauba,MG,16,-15.814795977365874,-43.31383899916232
caxias,MA,16,-4.86845129525362,-43.35221509196499
agudos,SP,16,-22.471037318568527,-48.986214759233874
almirante tamandaré,PR,16,-25.323784097092684,-49.27748286810199
pirapora do bom jesus,SP,16,-23.4030477324338,-46.99511625156263
pitangueiras,SP,16,-21.00987455542997,-48.219255640094126
picos,PI,16,-7.082085567769874,-41.45492973190186
são leopoldo,RS,15,-29.77065765593218,-51.14262700176985
eldorado do sul,RS,15,-30.015733809082768,-51.32857728642114
venda nova do imigrante,ES,15,-20.33885295949204,-41.132931135779735
bariri,SP,15,-22.074022270567585,-48.74025621655563
junqueiropolis,SP,15,-21.511446904180833,-51.43577488892931
paraisopolis,MG,15,-22.551533713566133,-45.77857277716529
sao francisco de itabapoana,RJ,15,-21.5419754708278,-41.17599626646001
sao joao da barra,RJ,15,-21.670060626559785,-41.05687237302475
barra velha,SC,15,-26.660970150266756,-48.691953317317825
nova era,MG,15,-19.764914311361164,-43.02993999536734
natividade,RJ,15,-21.044518401659875,-41.975047892864765
ituporanga,SC,15,-27.4172065261721,-49.5990465372085
gravataí,RS,15,-29.922646458571975,-50.979913255239516
campo novo do parecis,MT,15,-13.72672691576459,-57.90834821580805
araxá,MG,15,-19.582399237133544,-46.953795723294085
itaguaí,RJ,15,-22.868732037547414,-43.77908988265177
pariquera-acu,SP,15,-24.715275336616124,-47.88138462884032
pará de minas,MG,15,-19.87030466418017,-44.59332570290274
senador canedo,GO,15,-16.69121734599955,-49.1193056514803
sertãozinho,SP,15,-21.123550953715114,-47.97840123533726
birigüi,SP,15,-21.303354724759565,-50.35408748529478
posse,GO,15,-14.086973323425672,-46.361570335997754
itabaiana,SE,15,-10.687461947425385,-37.42902148924177
ipora,GO,15,-16.439020898982182,-51.116655962451055
ipojuca,PE,15,-8.441865196198224,-35.031331015635566
pirai,RJ,15,-22.625000967990932,-43.89666343676933
bombinhas,SC,15,-27.15657253033492,-48.50320378589786
conselheiro pena,MG,15,-19.167555289682102,-41.47180218430565
sao luiz gonzaga,RS,15,-28.405745014830895,-54.95736550862166
penha,SC,15,-26.79083266065954,-48.63124274488887
estrela,RS,15,-29.497658970479993,-51.95838431142123
sao mateus do sul,PR,15,-25.869884382311,-50.388173075499395
cordeiropolis,SP,15,-22.48176356448013,-47.459958340316014
santa maria de jetiba,ES,15,-20.031391098604573,-40.75116929156471
santa adelia,SP,15,-21.243499488094187,-48.804810394183285
rio negro,PR,15,-26.095452253608567,-49.788178088876286
taquarituba,SP,15,-23.532344407408793,-49.2463222335984
cuiabá,MT,15,-15.586776645664612,-56.04219331438777
frederico westphalen,RS,14,-27.356191058812175,-53.395979139962776
cunha,SP,14,-23.07086402487931,-44.9555940657993
taio,SC,14,-27.118392469189253,-49.999646980328485
pirapozinho,SP,14,-22.275856087480665,-51.49849889926355
piraquara,PR,14,-25.446332927521407,-49.081589970735486
capao bonito,SP,14,-24.007739071073868,-48.343759902795505
marituba,PA,14,-1.366981863839469,-48.33763710174524
campos novos,SC,14,-27.399055235300438,-51.22556495735034
bom jardim,RJ,14,-22.15968821079869,-42.41686495479445
esmeraldas,MG,14,-19.78192824681679,-44.26061412354286
teutonia,RS,14,-29.481225304407605,-51.808172808597945
iguape,SP,14,-24.704619558438885,-47.55535990452377
feliz,RS,14,-29.452704570692116,-51.30223268988188
iguatu,CE,14,-6.364138306113849,-39.29554562388339
paranaiba,MS,14,-19.67394902539021,-51.19287959241918
miguelopolis,SP,14,-20.182732189905014,-48.02780172057328
mirassol d'oeste,MT,14,-15.67549165472028,-58.091327449650315
santo antonio do monte,MG,14,-20.071522369183732,-45.287149879479394
lagoa vermelha,RS,14,-28.21190081909876,-51.525184742562196
lapa,PR,14,-25.76430781439902,-49.720376165993414
porto uniao,SC,14,-26.247995485947694,-51.07950025593373
laguna,SC,14,-28.47572857600972,-48.784659261030505
quirinopolis,GO,14,-18.446014425685497,-50.451540714418265
pinheiral,RJ,14,-22.51199207678125,-44.00681729463327
morrinhos,GO,14,-17.733896355961825,-49.11590889021752
sao lourenco do sul,RS,14,-31.36440027763601,-51.97864734895337
sao joao nepomuceno,MG,14,-21.53777358554523,-43.01178776941254
almenara,MG,14,-16.176287602159036,-40.69302960684199
rosario do sul,RS,14,-30.254941083139382,-54.920334249156326
anchieta,ES,14,-20.800378086859887,-40.648849815509344
iturama,MG,14,-19.729365350880276,-50.19956607813189
chapadao do sul,MS,14,-18.798215592177247,-52.629048661090486
nossa senhora do socorro,SE,14,-10.864589292249613,-37.09579239297197
guariba,SP,14,-21.36350170979939,-48.22960077888057
sao jose de ribamar,MA,14,-2.5518477893497056,-44.13900201110609
capão bonito,SP,14,-24.004657807086666,-48.350226407137065
serrinha,BA,14,-11.661759736331563,-39.005236463862424
mirandopolis,SP,13,-21.132503677693613,-51.103186563082744
maracaju,MS,13,-21.622807014494487,-55.16419800267772
tres marias,MG,13,-18.208163703175405,-45.226496670959094
fraiburgo,SC,13,-27.029807812153095,-50.921242493934464
taiobeiras,MG,13,-15.812215251340339,-42.22709529057218
forquilhinha,SC,13,-28.753138688345132,-49.475392669899485
eusebio,CE,13,-3.8780846128375694,-38.4586571230597
matias barbosa,MG,13,-21.869485342722417,-43.31977116023607
bocaiuva,MG,13,-17.11521217243906,-43.81287036265137
aluminio,SP,13,-23.523865508829502,-47.2566134724933
ibirama,SC,13,-27.056581698958887,-49.525381289507145
paty do alferes,RJ,13,-22.420957055962976,-43.421068368395325
loanda,PR,13,-22.929383785209307,-53.13587259427024
casa branca,SP,13,-21.789190389997472,-47.07232828087684
são sebastião,SP,13,-23.79620837670259,-45.45660408394927
porangatu,GO,13,-13.438920474296195,-49.14655847853908
serrana,SP,13,-21.208159120071993,-47.60162092584304
serra negra,SP,13,-22.614621137795265,-46.709593428612386
ariquemes,RO,13,-9.905248478746255,-63.03710542150388
itapecerica,MG,13,-20.46975446206616,-45.12324240731254
itanhandu,MG,13,-22.296792750248095,-44.93676307851959
pojuca,BA,13,-12.425449890980158,-38.32736451308023
imbe,RS,13,-29.949823496703946,-50.11914007834461
irece,BA,13,-11.304164446373445,-41.855805030013435
bandeirantes,PR,13,-23.111896862925292,-50.37155139815296
santa maria da vitoria,BA,13,-13.389063238712454,-44.20055740496951
