geolocation_city,geolocation_state,total_orders,avg_lat,avg_lng
nova cruz,RN,3,-6.4801497212964305,-35.432799303715115
nova erechim,SC,3,-26.903805162993155,-52.90589294135717
santa rosa de lima,SC,3,-28.037899655840793,-49.130020129136675
santa rita d'oeste,SP,3,-20.144650964683773,-50.8317828180983
neves paulista,SP,3,-20.843958221870825,-49.631101809394146
santa rita de minas,MG,3,-19.872948037572645,-42.13258772945871
campinapolis,MT,3,-14.443594117719892,-52.832899541395136
campestre,MG,3,-21.71111120484129,-46.24660902434687
mundo novo,MS,3,-23.93812183536004,-54.28877541929929
iguatama,MG,3,-20.172208868562752,-45.71208159060175
ilha comprida,SP,3,-24.747920440490358,-47.556163577110816
mato verde,MG,3,-15.39316055412574,-42.860843681988534
sao francisco do conde,BA,3,-12.623600946538469,-38.67296877293478
maximiliano de almeida,RS,3,-27.631778380283844,-51.804719613244764
meleiro,SC,3,-28.834639881806513,-49.63181747150646
ita,SC,3,-27.269215487652456,-52.33914527672702
sao goncalo do rio preto,MG,3,-18.003783893118683,-43.37812589823714
sao joao batista do gloria,MG,3,-20.554439145673697,-46.54819356385085
sao joao d'alianca,GO,3,-14.706666711511849,-47.52309920926434
concordia do para,PA,3,-1.9960058047852822,-47.944717019838095
conceicao das alagoas,MG,3,-19.921240470897423,-48.37549416612301
colorado do oeste,RO,3,-13.122241076506379,-60.54217610290954
coluna,MG,3,-18.232094722880394,-42.839864768666565
conceicao da barra,ES,3,-18.576966446050704,-39.73757518671529
amelia rodrigues,BA,3,-12.401074390408349,-38.75449544203782
americano do brasil,GO,3,-16.25358822328803,-49.981568965848076
alvorada do norte,GO,3,-14.485339149785249,-46.506223797764335
taquarivai,SP,3,-23.925760560300045,-48.69799582939114
santaluz,BA,3,-11.25353298652731,-39.37766198254969
nazare,BA,3,-13.024718668171312,-39.00732926130363
mário campos,MG,3,-20.058159043126047,-44.178587125845986
muniz freire,ES,3,-20.420330055383534,-41.40662024648608
iati,PE,3,-9.055876450755328,-36.85541970739244
santana,BA,3,-12.980768952162558,-44.04974392989726
santa tereza do oeste,PR,3,-25.053435715396272,-53.61961343574277
santa terezinha de itaipu,PR,3,-25.442862117746696,-54.402764727764094
tanque novo,BA,3,-13.548673267223352,-42.494980485923726
morro reuter,RS,3,-29.539460510721494,-51.082648077095065
augusto correa,PA,3,-1.0290114158609165,-46.63185977164168
aurora,CE,3,-6.944245619931199,-38.965894156976866
ipueiras,CE,3,-4.543939654370731,-40.71363226856552
são tomás de aquino,MG,3,-20.780638131243403,-47.098617105235014
anchieta,SC,3,-26.53662393358684,-53.33140901036453
andrelandia,MG,3,-21.739749890361267,-44.310035685521065
são pedro da aldeia,RJ,3,-22.809317153481732,-42.14131083503102
são pedro do ivaí,PR,3,-23.89270549963617,-51.81481590141829
mineiros do tiete,SP,3,-22.41339600173933,-48.45129697299396
arroio grande,RS,3,-32.23566062512626,-53.078851281770035
arrozal,RJ,3,-22.59458966931233,-44.0307961050585
anta,RJ,3,-22.18444537327552,-43.024487689835446
candido sales,BA,3,-15.477954485009848,-41.24571428220992
camutanga,PE,3,-7.408333948577803,-35.27303670858118
coracao de jesus,MG,3,-16.660334572677282,-44.346116150563354
corbelia,PR,3,-24.79557436269287,-53.29792404486486
campo alegre,SC,3,-26.17214404668827,-49.33601244876342
coremas,PB,3,-7.01825757043902,-37.944255498102386
ilopolis,RS,3,-28.927862090986636,-52.12659437481695
imaculada,PB,3,-7.387134648529148,-37.508443536306565
avaré,SP,3,-23.115200266570508,-48.935964858633014
azurita,MG,3,-20.007877399332763,-44.471417089490245
santana do cariri,CE,3,-7.186810954798932,-39.73609068016859
campos borges,RS,3,-28.886237588991253,-53.001279991924285
monte verde,MG,3,-22.860174010216742,-46.03257024981759
santo antonio do itambe,MG,3,-18.462898618489323,-43.302606661130504
santo antonio da alegria,SP,3,-21.24732242379185,-47.12564916167219
santana do manhuacu,MG,3,-20.095530056421616,-41.921652618007535
santana do mundau,AL,3,-9.166493174421886,-36.21850219952145
morretes,PR,3,-25.482183572886715,-48.82919131856337
morada nova de minas,MG,3,-18.60522950472143,-45.35329937747478
moreira sales,PR,3,-24.051547975700355,-53.00637296762316
monte carlo,SC,3,-27.21094277715981,-50.973045717160865
sao domingos,BA,3,-11.463225794090727,-39.52656645345287
sao bento,PB,3,-6.491794555348289,-37.45186210632904
sao bernardo,MA,3,-3.350791524198977,-42.42234201458312
santo antônio do sudoeste,PR,3,-26.036645211334115,-53.67991947578013
indiapora,SP,3,-19.979386646547788,-50.28778912387406
imigrante,RS,3,-29.34523045559361,-51.76658692040368
inaciolandia,GO,3,-18.48685825006419,-49.992163905602446
inubia paulista,SP,3,-21.769363742814345,-50.961958450969824
indiana,SP,3,-22.174900699885658,-51.2555370863029
mirinzal,MA,3,-2.0668738085740657,-44.785179947070084
mirandiba,PE,3,-8.12563596318617,-38.729259157399184
taguatinga,TO,3,-12.398604932189372,-46.43926538529477
tabocas do brejo velho,BA,3,-12.6235237803351,-44.06177476053478
monsenhor tabosa,CE,3,-4.811069197938342,-40.066456844180365
montalvania,MG,3,-14.416785953121789,-44.38216215825128
mombuca,SP,3,-20.56936647541443,-46.02311914850127
mirante do paranapanema,SP,3,-22.29515174281066,-51.9115524214896
arealva,SP,3,-22.029501455757224,-48.91356673220313
areia branca,RN,3,-4.956031992866762,-37.12783949027907
areia branca dos assis,PR,3,-10.47824576489704,-41.01273995996873
areias,SP,3,-22.58228728902746,-44.69615578487731
sao francisco,SE,3,-10.349199337792495,-36.885665536151365
areiopolis,SP,3,-22.673653276922305,-48.66588290743374
xambioa,TO,3,-6.418047623278498,-48.53295969111909
boa viagem,CE,3,-5.124593099187569,-39.731296654198324
bela vista do paraíso,PR,3,-22.993623419179716,-51.19757667992749
belo campo,BA,3,-15.03719803840138,-41.26055350504629
belo vale,MG,3,-20.410874626609804,-44.0257580869963
beberibe,CE,3,-4.1840316734497085,-38.12315905366045
bela vista,MS,3,-22.10100954188988,-56.53751823538703
virgem da lapa,MG,3,-16.79875682204193,-42.33631362538483
vila flores,RS,3,-28.86023888910916,-51.552607108079904
vila langaro,RS,3,-28.11334130629534,-52.143843160296505
pouso redondo,SC,3,-27.257781334858,-49.93011922784603
prados,MG,3,-21.059067150905058,-44.08341163791736
pote,MG,3,-17.80501033478597,-41.787552858707784
quadra,SP,3,-23.293914797337056,-48.05753808479264
propria,SE,3,-10.214470777179054,-36.83589781029558
presidente dutra,BA,3,-11.296340431489769,-41.98876434561059
veríssimo,MG,3,-19.668568092020713,-48.30939854203839
abatia,PR,3,-23.30452269862072,-50.31097243334825
aguas vermelhas,MG,3,-15.655366965060017,-41.48139622024671
aguas de santa barbara,SP,3,-22.87741215304781,-49.24013875938814
dumont,SP,3,-21.23981310767113,-47.97706610477948
doverlandia,GO,2,-16.727849161235895,-52.32081038589062
ajuricaba,RS,2,-28.23771966641463,-53.76337497269791
agua santa,RS,2,-28.183372036296035,-52.03985047911124
aguas de sao pedro,SP,2,-22.60248155257249,-47.871430213488246
durande,MG,2,-20.20171885054973,-41.79970423914201
dom vicoso,MG,2,-22.25087122494672,-45.1572687540962
dona euzebia,MG,2,-21.316713780337267,-42.813063003025135
dona francisca,RS,2,-29.62388934309431,-53.35653800003954
dormentes,PE,2,-8.44617819121274,-40.76792402168036
vereda,BA,2,-17.256416719034622,-40.02070527103256
quijingue,BA,2,-10.753286846409909,-39.20884621512925
pérola d'oeste,PR,2,-25.827583060430136,-53.740672010897434
protasio alves,RS,2,-28.759235137089306,-51.475095077519605
prudente de morais,MG,2,-19.47933772202455,-44.15763999812866
putinga,RS,2,-29.001382772410064,-52.15716982762596
presidente medici,RO,2,-11.17045722924229,-61.9058322401228
presidente kennedy,ES,2,-21.122930576727104,-41.04061029119547
presidente kubitschek,MG,2,-18.618915222252564,-43.57392768060846
presidente alves,SP,2,-22.097935903964224,-49.438575555250246
poxoreu,MT,2,-15.828608569281172,-54.39147747426826
porto trombetas,PA,2,22.56795175383837,-27.69808676596982
potengi,CE,2,-7.079038398020903,-40.05641516159247
vigia,PA,2,-0.8627413903500442,-48.13587257715793
wanderley,BA,2,-12.121378047809058,-43.88953821717171
serra azul de minas,MG,2,-18.36254674549674,-43.17113698108101
serra de sao bento,RN,2,-6.417963758748006,-35.708585301965435
senhora de oliveira,MG,2,-20.795372403796655,-43.34489973497506
sericita,MG,2,-20.473672496708872,-42.48349775921559
seringueiras,RO,2,-11.778978995181951,-63.03955975028363
senador amaral,MG,2,-22.587244561876126,-46.177097296979696
senador firmino,MG,2,-20.913864974146126,-43.10099606849122
senador guiomard,AC,2,-10.153304051241047,-67.73425773430944
acu,RN,2,-5.578677546417205,-36.91480507328552
afrânio,PE,2,-8.527649408089497,-41.02060110035674
serra dourada,BA,2,-12.759336072245091,-43.94693060512876
serrania,MG,2,-21.53164203269479,-46.119510176159764
serranopolis do iguacu,PR,2,-25.414255032786436,-54.04109955262888
serrita,PE,2,-7.945676919846612,-39.296455761113656
serro,MG,2,-18.598363772688757,-43.38864460857634
serrolandia,BA,2,-11.41871333058074,-40.2923760727682
varjão de minas,MG,2,-18.383282313003246,-46.03463733806014
potim,SP,2,-22.837559354084885,-45.257415742241896
acaiaca,MG,2,-20.36291378049634,-43.14402222191236
abaiara,CE,2,-7.358247021378397,-39.04581684412134
acegua,RS,2,-31.764360480159297,-54.148548714573295
álvaro de carvalho,SP,2,-22.082489832465455,-49.71827152171474
agua branca,PI,2,-5.892094582220355,-42.63402816965759
werneck,RJ,2,-22.217047735465396,-43.315218158916544
pontalinda,SP,2,-20.440257815245186,-50.52198390309789
planura,MG,2,-20.137976352535798,-48.70215937495428
pocoes,BA,2,-14.52830483612981,-40.367157245915756
quitandinha,PR,2,-25.87255545133925,-49.49980722243734
belém do são francisco,PE,2,-8.734363100978964,-38.960761918922394
venturosa,PE,2,-8.577258452434604,-36.87303335441732
varzea alegre,CE,2,-6.792557339326901,-39.29859640215861
varzelandia,MG,2,-15.703376381652864,-44.022668772749995
santana dos montes,MG,2,-20.787873841819202,-43.685650919786305
santo antonio das queimadas,PE,2,-12.812998373308554,-38.731669333692956
santana do serido,RN,2,-6.772283080600958,-36.73588506155609
avelino lopes,PI,2,-10.141657474791316,-43.94873133203079
motuca,SP,2,-21.50979127631984,-48.15053355851478
campo novo,RS,2,-27.677040247147954,-53.80714061237942
campo alegre,AL,2,-9.784323077256696,-36.349940688236316
ielmo marinho,RN,2,-5.823806150301517,-35.552830968995934
sao bras do suacui,MG,2,-20.625968688745598,-43.94993528853278
santo antônio do grama,MG,2,-20.316764401850133,-42.60872506408533
santo antonio do palma,RS,2,-28.49940487460945,-52.54794043759654
santo antonio do pinhal,SP,2,-22.810029546164678,-45.688732842326665
montezuma,MG,2,-15.171322156662706,-42.500336051042744
moreilandia,PE,2,-7.61803954616468,-39.543021952508624
morpara,BA,2,-11.564151518259994,-43.27671953865007
monte formoso,MG,2,-16.8633370066028,-41.254925476729326
inhapi,AL,2,-9.222300970685877,-37.74833004472581
inhauma,MG,2,-19.49258174354208,-44.38846225483841
inimutaba,MG,2,-18.731903239587755,-44.36179467409781
imbé de minas,MG,2,-19.60572642689479,-41.96759179041304
inajá,PE,2,-8.902054497556339,-37.82535105410673
inajá,PR,2,-22.751208440069732,-52.19832380000003
inconfidentes,MG,2,-22.319460242978675,-46.325909545234715
miranorte,TO,2,-9.534960573689403,-48.591047290409776
moncoes,SP,2,-20.852480515464546,-50.09068914679384
miraima,CE,2,-3.5669148176495655,-39.93850253170076
tapejara,PR,2,-23.734126846454718,-52.866134138670226
tamarana,PR,2,-23.724770743785037,-51.096055257485524
tabuleiro,MG,2,-21.360075006082585,-43.24784350673851
taciba,SP,2,-22.389796019403477,-51.28957838619756
ipaporanga,CE,2,-4.908117299278558,-40.7625212685025
ipe,RS,2,-28.8019037608538,-51.28985837084383
irara,BA,2,-12.04412989993678,-38.765646816856666
irauçuba,CE,2,-3.7361797103332517,-39.78688653998331
ipuiuna,MG,2,-22.06017511610166,-46.094722846051894
iracema,CE,2,-5.812281338381306,-38.31250474551004
irai,RS,2,-27.195549163878507,-53.255200432922415
tanque d'arca,AL,2,-9.534569468663042,-36.433853041307216
campo alegre de goias,GO,2,-17.63440177971588,-47.77658894586532
augusto pestana,RS,2,-28.51518329915839,-53.994146190298764
arroio do tigre,RS,2,-29.333450448380372,-52.995051771964
aruanã,GO,2,-14.925081878468896,-51.07954333755951
anitapolis,SC,2,-27.904106011201225,-49.12855017806725
tabapora,MT,2,-11.299600093479508,-56.79221455382542
são miguel do gostoso,RN,2,-5.133104230167722,-35.661678499379015
são paulo do potengi,RN,2,-5.896610226629294,-35.762880639741496
anastacio,MS,2,-20.492942856955928,-55.8021613612429
irape,SP,2,-23.05780264486127,-49.73239519309951
taquaracu de minas,MG,2,-19.662558537727836,-43.68930056578074
canhotinho,PE,2,-8.878666516371505,-36.197745294632774
caninde de sao francisco,SE,2,-9.673731489227313,-37.8002195110143
canitar,SP,2,-23.00534114145481,-49.78339218605728
milagres,BA,2,-12.870182039732622,-39.85502158056103
milagres,CE,2,-7.31229126770766,-38.94493412071386
milha,CE,2,-5.676691722902132,-39.19451500469474
arraias,TO,2,-12.92069951964487,-46.95008122252024
ibirataia,BA,2,-14.067913952984231,-39.63991258475436
corguinho,MS,2,-19.816403912349053,-54.884712080029566
imbau,PR,2,-24.448271673804697,-50.755240734688414
coqueiro baixo,RS,2,-29.18047999999994,-52.089344249999954
congonhinhas,PR,2,-23.553522043896585,-50.54992367333536
conde,BA,2,-11.815526915377394,-37.61785465375689
tapiramuta,BA,2,-11.847671465060738,-40.79251913126304
tapiraí,SP,2,-23.963910485651006,-47.50544464465205
medeiros,MG,2,-19.996631243192493,-46.21976153825772
matrincha,GO,2,-15.444496329541428,-50.72338918548001
matutina,MG,2,-19.22229992242833,-45.96985523856589
maua da serra,PR,2,-23.89965920315964,-51.227297658218994
matelandia,PR,2,-25.197781812101827,-53.907610151341544
materlandia,MG,2,-18.472854246322914,-43.059486696118356
mato leitão,RS,2,-29.52488661228705,-52.12811749982887
matoes do norte,MA,2,-3.6283011943315135,-44.55683603279019
sao joao da mata,MG,2,-21.933973025922253,-45.924143726736304
sao goncalo do abaete,MG,2,-18.325070936120266,-45.799697934947936
sao francisco,SP,2,-20.361210890561235,-50.69449561717764
sao francisco de assis,RS,2,-29.55098077189185,-55.1267045266554
sao francisco de paula,MG,2,-20.469962667733963,-44.97980791860478
sao francisco do guapore,RO,2,-12.064562211825294,-63.57426861370948
mercedes,PR,2,-24.452002184845046,-54.167799767946796
meruoca,CE,2,-3.544255119013516,-40.46178684697543
narandiba,SP,2,-22.40647530951502,-51.52387024341253
ametista do sul,RS,2,-27.365846704987625,-53.178636499482884
anadia,AL,2,-9.684047221479462,-36.30329345457926
amaraji,PE,2,-8.376909914843816,-35.451891714402564
amapora,PR,2,-23.094997161855197,-52.78673515900602
itabaianinha,SE,2,-11.274805025431899,-37.79079538097516
conceicao da feira,BA,2,-12.488128486464861,-38.993034165846794
irupi,ES,2,-20.345803660646123,-41.64094155038808
aurea,RS,2,-27.695424021485227,-52.05365156194243
aurora,SC,2,-27.314662192631335,-49.636809990266705
ataleia,MG,2,-18.05755085116548,-41.13523097260995
santana da boa vista,RS,2,-30.87311446455589,-53.114483667770756
santana do araguaia,PA,2,-9.33526281720112,-50.34945753339123
santa terezinha,BA,2,-12.745712645503335,-39.52031551503086
nazareno,MG,2,-21.218426460567624,-44.615820980959015
nazario,GO,2,-16.580899236343214,-49.88292119198271
santa rita do ibitipoca,MG,2,-21.56274431201322,-43.91601943031522
santa mercedes,SP,2,-21.352006028898867,-51.75361888280182
santa mônica,PR,2,-23.137676538673556,-53.104588561395126
santa maria da boa vista,PE,2,-8.792604800627378,-39.826702832294416
santa maria da serra,SP,2,-22.569639672881543,-48.15539870681134
santa maria do para,PA,2,-1.3486174758415077,-47.572776415964924
santa maria do suacui,MG,2,-18.19089686095352,-42.41148579820841
santa luzia,MA,2,-3.9891934418798836,-45.67119000317452
campestre da serra,RS,2,-28.78856158381966,-51.09526360192388
campestre do maranhão,MA,2,-6.207448028884075,-47.304531237876944
nossa senhora das gracas,PR,2,-22.914073517756407,-51.797181091346296
cambira,PR,2,-23.60488886544814,-51.57907045278063
camboriú,SC,2,-27.034464740271666,-48.65110999089564
nipoa,SP,2,-20.913083868087895,-49.77811856559246
nonoai,RS,2,-27.368607339813273,-52.77330694615436
nossa senhora da gloria,SE,2,-10.231930446072239,-37.41298592778491
muquém de são francisco,BA,2,-12.114785602659982,-43.5530546987918
murutinga do sul,SP,2,-20.99263572309109,-51.2785202245721
mundo novo,GO,2,-13.773088398359624,-50.27830982382427
campina da lagoa,PR,2,-24.59241160657905,-52.80415320094136
campina das missoes,RS,2,-27.986799762328445,-54.84099998542986
campina do monte alegre,SP,2,-23.57677904095924,-48.446210632219476
camocim de sao felix,PE,2,-8.35995575158674,-35.76212882375621
campanario,MG,2,-18.24000322829645,-41.72805532246127
alvarenga,MG,2,-19.417557882438132,-41.72756415518321
alvares florence,SP,2,-20.32133154751638,-49.90855487631705
igreja nova,AL,2,-10.127806364224021,-36.656142812793526
iguai,BA,2,-14.753643482048275,-40.08891456033339
iguaracu,PR,2,-23.2009320730757,-51.829492726307095
igaci,AL,2,-9.538272597390494,-36.63124087632698
icaraí de minas,MG,2,-16.215190864060187,-44.908151853991136
ichu,BA,2,-11.747866378230363,-39.192356475836924
cantagalo,MG,2,-18.53054293112112,-42.622874862626375
cantagalo,PR,2,-25.37598783146171,-52.123015917383825
sao joao da serra negra,MG,2,-18.83912726781643,-46.94672164246674
sao joao das missoes,MG,2,-14.881678492911123,-44.08692784326681
sao joao de pirabas,PA,2,-0.7789257010329751,-47.18353446170787
sao joao do ivai,PR,2,-23.993105206444497,-51.81946543078687
iporã,PR,2,-24.004540233236433,-53.70900674902374
ipigua,SP,2,-20.659883297455895,-49.38823402308193
massape,CE,2,-3.5225907610052434,-40.34841900899414
mata grande,AL,2,-9.117820475748035,-37.74224490331262
mata roma,MA,2,-3.624041087270268,-43.114992633354376
capetinga,MG,2,-20.621099796616186,-47.05516573685892
capim branco,MG,2,-19.55004677480242,-44.13373619864855
capinzal do norte,MA,2,-4.717117343720794,-44.32668695525109
capao da porteira,RS,2,-30.092809899462708,-50.694388328298245
capela de santana,RS,2,-29.681261639690145,-51.3212336075838
guarara,MG,2,-21.728990777739167,-43.041786807641536
guaratinga,BA,2,-16.583956840301944,-39.781496934200064
guarda-mor,MG,2,-17.769317756643446,-47.09820110670162
ibipitanga,BA,2,-12.880391836349748,-42.487106973852654
ibiraiaras,RS,2,-28.371375016977016,-51.6369959466755
ibirajá,BA,2,-17.17175475870765,-40.25369276291474
maravilha,AL,2,-9.233525306895219,-37.35892521057616
mascote,BA,2,-15.588427783636105,-39.37293085727166
santa margarida,MG,2,-20.384335664636883,-42.250975274083686
nova itaberaba,SC,2,-26.94061305970668,-52.8151697400277
nova esperanca do sul,RS,2,-29.420808676228408,-54.90616870311035
nova brasilandia d'oeste,RO,2,-11.72587550968041,-62.31699294184998
nova campina,SP,2,-24.121789977420086,-48.904884830442995
nova canaa,BA,2,-14.669574171941456,-40.122280444625304
guidoval,MG,2,-21.151155225515186,-42.79789725788338
corumbataí,SP,2,-22.228275512140172,-47.62297285810801
sao joao do triunfo,PR,2,-25.685121229247173,-50.29866134590096
sao jorge do patrocinio,PR,2,-23.763888461827847,-53.87916854204343
sao jorge doeste,PR,2,-25.705029613115034,-52.918740393872646
sao joao do oriente,MG,2,-19.344356841516987,-42.15909009576291
martinho campos,MG,2,-19.338557253719472,-45.22748738163027
martins,RN,2,-6.089642364788444,-37.91213084551946
mariapolis,SP,2,-21.796085690866683,-51.18213886034931
mariluz,PR,2,-24.009964476201365,-53.15131914175904
guaraci,SP,2,-20.49622493354951,-48.94544905011795
guaraciaba,MG,2,-20.57178137070997,-43.009719663080894
guarani das missoes,RS,2,-28.143666211720422,-54.55843651763893
itambaraca,PR,2,-23.01751924067968,-50.40658794575256
itaguaru,GO,2,-15.761628318995127,-49.63356589227914
sao jose da coroa grande,PE,2,-8.894515567314306,-35.15233685491259
sao jose da laje,AL,2,-9.007625823834184,-36.05768481521994
sao joao do sul,SC,2,-29.209631517032882,-49.801020472273294
nova cantu,PR,2,-24.67235812364705,-52.57056261357077
novo barreiro,RS,2,-27.91177282672538,-53.114835359549815
nova palma,RS,2,-29.46857622844848,-53.45869367289793
nova mamoré,RO,2,-10.401331772538782,-65.2672107239507
nova olimpia,MT,2,-14.779770956593296,-57.29385453891894
bandeira do sul,MG,2,-21.730125416985874,-46.3864678018016
bandeirantes do tocantins,TO,2,-7.759597790519602,-48.57808559792473
santa izabel do oeste,PR,2,-25.81371424107947,-53.4740523651229
ipira,SC,2,-27.40628125772513,-51.77521527946808
conceição,PB,2,-7.557047449051584,-38.50657896460069
ibiassuce,BA,2,-14.271363104530465,-42.257055285315005
ibicare,SC,2,-27.090856611213432,-51.368779896982076
ibateguara,AL,2,-8.968582603504943,-35.92588221696495
ibiaca,RS,2,-28.057224427694077,-51.8561238492932
iacri,SP,2,-21.858044927179165,-50.688853689418565
nova canaa paulista,SP,2,-20.38262457034294,-50.94343646027845
carinhanha,BA,2,-14.29469780358296,-43.770479430033916
mae do rio,PA,2,-2.0460236412841692,-47.556156174149216
magda,SP,2,-20.645652476968717,-50.22331851181047
mairi,BA,2,-11.710510369249565,-40.14950442693872
sao jose do belmonte,PE,2,-7.865781662087839,-38.75903891430712
colonia leopoldina,AL,2,-8.918939545163434,-35.72990569030661
são joão do manhuaçu,MG,2,-20.392417454010374,-42.15224431446115
são josé da vitória,BA,2,-15.084010748744637,-39.33956120312214
tocos,RJ,2,-22.903460323145516,-43.787664058741406
apuiares,CE,2,-3.9469180609449297,-39.43145217180362
solonopole,CE,2,-5.736313443655067,-39.017749209463766
machacalis,MG,2,-17.076857047076594,-40.71818088940351
mar vermelho,AL,2,-9.451208581887236,-36.387711825813625
mara rosa,GO,2,-14.018136979135805,-49.17836381667351
maracana,SC,2,-28.85999261061286,-49.45152082532771
mambai,GO,2,-14.494591086288205,-46.11153305218248
novo oriente do piaui,PI,2,-6.45634291116789,-41.93335362072891
caldeirao grande,BA,2,-11.107533220644429,-40.0704726890732
california,PR,2,-23.665523235370998,-51.35659668422704
caiua,SP,2,-21.831717676862205,-51.99009570480748
santa cruz do prata,MG,2,-19.321724888523093,-48.92200810636418
santa ernestina,SP,2,-21.461124741004756,-48.390233507196015
santa cruz de goias,GO,2,-17.30608267043897,-48.50168912522954
trairi,CE,2,-3.2630923212212033,-39.26798567961338
marinopolis,SP,2,-20.441329545770056,-50.823099173961076
maragogipe,BA,2,-12.781836602100842,-38.91586725355916
tobias barreto,SE,2,-11.184611010697319,-38.00125690290274
terra roxa,SP,2,-20.788691699998115,-48.33040622959039
hidrolina,GO,2,-14.72203312995615,-49.46887210409343
baianopolis,BA,2,-12.305739641294254,-44.5388124087167
baldim,MG,2,-19.36780513170426,-43.961128987125576
santa helena de minas,MG,2,-16.937623665018553,-40.68427534408377
ocara,CE,2,-4.487947696050415,-38.59237493596233
costa marques,RO,2,-12.350703254975741,-64.20543446596382
cotriguaçu,MT,2,-9.895299564591497,-58.566910518143544
couto de magalhaes,TO,2,-8.365862033997303,-49.16831059122928
goianorte,TO,2,-8.77403362277547,-48.93506587266363
guara,DF,2,-15.815613218565668,-47.995720718565664
guaiuba,CE,2,-4.044251951370843,-38.64285520147742
guamaré,RN,2,-5.114496526784273,-36.32302709972073
santa cruz,PE,2,-8.23978100561085,-40.332570820406936
santa barbara do sul,RS,2,-28.367888099367914,-53.25278666124056
oros,CE,2,-6.244549790818907,-38.91497112899601
oeiras do para,PA,2,-2.0050840872794637,-49.85879971902692
olho d'água das cunhãs,MA,2,-4.141830301699068,-45.11597018322988
olindina,BA,2,-11.36300217337656,-38.32943880702623
oliveira dos brejinhos,BA,2,-12.315531502909078,-42.88346083742181
novo repartimento,PA,2,-4.258293108188548,-49.97543464497394
coronel macedo,SP,2,-23.630610844696953,-49.31318912407182
coronel martins,SC,2,-26.51197406846876,-52.66907658962485
coroaci,MG,2,-18.62002742371327,-42.28266785890231
coroados,SP,2,-21.355518005626834,-50.284634723537536
guaraci,PR,2,-22.969028373257917,-51.64818265462178
santa cruz de salinas,MG,2,-16.088599288695637,-41.75165574229896
santa cecilia de umbuzeiro,PB,2,-7.230229861766933,-35.91551459243563
santa clara do sul,RS,2,-29.467470043267866,-52.08774923081315
são josé dos quatro marcos,MT,2,-15.626527311282217,-58.18328491723091
são bento,MA,2,-2.701048477960627,-44.83355009905116
são felipe,BA,2,-12.846031252009011,-39.089897171567735
sucupira do norte,MA,2,-6.4778232161363025,-44.191216518945964
tomar do geru,SE,2,-11.374591455564959,-37.84024090800675
correntina,BA,2,-13.350611559127506,-44.64903451731074
cortes,PE,2,-8.473513304864595,-35.543168848857185
corumba de goias,GO,2,-15.925016419272495,-48.80934800591796
itaguacu,GO,2,-17.922965165021004,-49.95845944134867
itaguaje,PR,2,-22.617406657292012,-51.96695092984485
itaguara,MG,2,-20.36383139609686,-44.43112862523979
itabatan,BA,2,-14.753813591640846,-39.23942497618024
itagi,BA,2,-14.16399588301195,-40.005566423648034
colmeia,TO,2,-8.741731814113678,-48.75320312015688
itamogi,MG,2,-20.840858894177103,-46.79900585159346
itaoca,ES,2,-20.72583088209348,-41.134004948888325
araranguá,SC,2,-28.95312281883734,-49.49939694824806
sao jose do goiabal,MG,2,-19.925388311776864,-42.709204861462965
sao jose do hortencio,RS,2,-29.540671670992346,-51.25326614022426
sao jose do rio claro,MT,2,-13.513293550631632,-56.7233867932055
careacu,MG,2,-21.879894097287,-45.85647968875423
caputira,MG,2,-20.172671360072147,-42.271083557003195
caraiba,PE,2,-7.805111757090515,-37.793539344355686
itagiba,BA,2,-14.264154547885603,-39.83383038322049
sabará,MG,2,-19.8840815426126,-43.853729873454114
cachoeira dourada,GO,2,-18.493615761637802,-49.49093381055509
cafeara,PR,2,-22.790333812014378,-51.71560039329486
cachoeira da prata,MG,2,-19.52424896323175,-44.4518578727129
arari,MA,2,-3.450955216573816,-44.77844191510273
ararica,RS,2,-29.62040581051365,-50.92767520814332
aratuba,CE,2,-4.419358212248046,-39.04633611936836
araponga,MG,2,-20.6671706287898,-42.52110705532634
grandes rios,PR,2,-24.15085116275822,-51.496235514159395
governador lindenberg,ES,2,-19.252721480274865,-40.46099131352969
triunfo,PE,2,-7.836609084788397,-38.102317110475106
samambaia,DF,2,-15.88219055623414,-48.07236539326193
salmourão,SP,2,-21.62426880750176,-50.858928969583
salto da divisa,MG,2,-16.005448054214195,-39.95457984625883
salto do céu,MT,2,-15.128912233483794,-58.130838904031144
rubiacea,SP,2,-21.302002224966596,-50.73460813411542
carlinda,MT,2,-9.966516824949288,-55.82367240407808
carlos chagas,MG,2,-17.656998028766992,-40.871312653284875
macambara,RS,2,-29.1477104591275,-56.06613041140988
macaparana,PE,2,-7.553526582008524,-35.45050466581066
luizlandia do oeste,MG,2,-17.205405409115443,-47.80184065969742
lunardelli,PR,2,-24.07832279883549,-51.74315889843617
lupionopolis,PR,2,-22.75487328866302,-51.6583038871947
luz,MG,2,-19.79398058295839,-45.681715829573186
cristopolis,BA,2,-12.23446807165592,-44.4100200325766
coxilha,RS,2,-28.126926574906292,-52.29683663059865
itaquirai,MS,2,-23.47461326906396,-54.17928152488341
itaquitinga,PE,2,-7.666740539884647,-35.10280339470675
itatiaiucu,MG,2,-20.19934547890525,-44.42672589753471
itapiuna,CE,2,-4.561920902281472,-38.9208509076592
itaporanga,PB,2,-7.305695022980931,-38.15173654384906
caririacu,CE,2,-7.040575407082821,-39.28804882710206
